id,district_id,name,sort_no,discriminator_type
"1","1","Phường Phúc Xá","1","ward"
"4","1","Phường Trúc Bạch","4","ward"
"6","1","Phường Vĩnh Phúc","6","ward"
"7","1","Phường Cống Vị","7","ward"
"8","1","Phường Liễu Giai","8","ward"
"10","1","Phường Nguyễn Trung Trực","10","ward"
"13","1","Phường Quán Thánh","13","ward"
"16","1","Phường Ngọc Hà","16","ward"
"19","1","Phường Điện Biên","19","ward"
"22","1","Phường Đội Cấn","22","ward"
"25","1","Phường Ngọc Khánh","25","ward"
"28","1","Phường Kim Mã","28","ward"
"31","1","Phường Giảng Võ","31","ward"
"34","1","Phường Thành Công","34","ward"
"37","2","Phường Phúc Tân","37","ward"
"40","2","Phường Đồng Xuân","40","ward"
"43","2","Phường Hàng Mã","43","ward"
"46","2","Phường Hàng Buồm","46","ward"
"49","2","Phường Hàng Đào","49","ward"
"52","2","Phường Hàng Bồ","52","ward"
"55","2","Phường Cửa Đông","55","ward"
"58","2","Phường Lý Thái Tổ","58","ward"
"61","2","Phường Hàng Bạc","61","ward"
"64","2","Phường Hàng Gai","64","ward"
"67","2","Phường Chương Dương","67","ward"
"70","2","Phường Hàng Trống","70","ward"
"73","2","Phường Cửa Nam","73","ward"
"76","2","Phường Hàng Bông","76","ward"
"79","2","Phường Tràng Tiền","79","ward"
"82","2","Phường Trần Hưng Đạo","82","ward"
"85","2","Phường Phan Chu Trinh","85","ward"
"88","2","Phường Hàng Bài","88","ward"
"91","3","Phường Phú Thượng","91","ward"
"94","3","Phường Nhật Tân","94","ward"
"97","3","Phường Tứ Liên","97","ward"
"100","3","Phường Quảng An","100","ward"
"103","3","Phường Xuân La","103","ward"
"106","3","Phường Yên Phụ","106","ward"
"109","3","Phường Bưởi","109","ward"
"112","3","Phường Thụy Khuê","112","ward"
"115","4","Phường Thượng Thanh","115","ward"
"118","4","Phường Ngọc Thụy","118","ward"
"121","4","Phường Giang Biên","121","ward"
"124","4","Phường Đức Giang","124","ward"
"127","4","Phường Việt Hưng","127","ward"
"130","4","Phường Gia Thụy","130","ward"
"133","4","Phường Ngọc Lâm","133","ward"
"136","4","Phường Phúc Lợi","136","ward"
"139","4","Phường Bồ Đề","139","ward"
"142","4","Phường Sài Đồng","142","ward"
"145","4","Phường Long Biên","145","ward"
"148","4","Phường Thạch Bàn","148","ward"
"151","4","Phường Phúc Đồng","151","ward"
"154","4","Phường Cự Khối","154","ward"
"157","5","Phường Nghĩa Đô","157","ward"
"160","5","Phường Nghĩa Tân","160","ward"
"163","5","Phường Mai Dịch","163","ward"
"166","5","Phường Dịch Vọng","166","ward"
"167","5","Phường Dịch Vọng Hậu","167","ward"
"169","5","Phường Quan Hoa","169","ward"
"172","5","Phường Yên Hoà","172","ward"
"175","5","Phường Trung Hoà","175","ward"
"178","6","Phường Cát Linh","178","ward"
"181","6","Phường Văn Miếu","181","ward"
"184","6","Phường Quốc Tử Giám","184","ward"
"187","6","Phường Láng Thượng","187","ward"
"190","6","Phường Ô Chợ Dừa","190","ward"
"193","6","Phường Văn Chương","193","ward"
"196","6","Phường Hàng Bột","196","ward"
"199","6","Phường Láng Hạ","199","ward"
"202","6","Phường Khâm Thiên","202","ward"
"205","6","Phường Thổ Quan","205","ward"
"208","6","Phường Nam Đồng","208","ward"
"211","6","Phường Trung Phụng","211","ward"
"214","6","Phường Quang Trung","214","ward"
"217","6","Phường Trung Liệt","217","ward"
"220","6","Phường Phương Liên","220","ward"
"223","6","Phường Thịnh Quang","223","ward"
"226","6","Phường Trung Tự","226","ward"
"229","6","Phường Kim Liên","229","ward"
"232","6","Phường Phương Mai","232","ward"
"235","6","Phường Ngã Tư Sở","235","ward"
"238","6","Phường Khương Thượng","238","ward"
"241","7","Phường Nguyễn Du","241","ward"
"244","7","Phường Bạch Đằng","244","ward"
"247","7","Phường Phạm Đình Hổ","247","ward"
"256","7","Phường Lê Đại Hành","256","ward"
"259","7","Phường Đồng Nhân","259","ward"
"262","7","Phường Phố Huế","262","ward"
"265","7","Phường Đống Mác","265","ward"
"268","7","Phường Thanh Lương","268","ward"
"271","7","Phường Thanh Nhàn","271","ward"
"274","7","Phường Cầu Dền","274","ward"
"277","7","Phường Bách Khoa","277","ward"
"280","7","Phường Đồng Tâm","280","ward"
"283","7","Phường Vĩnh Tuy","283","ward"
"286","7","Phường Bạch Mai","286","ward"
"289","7","Phường Quỳnh Mai","289","ward"
"292","7","Phường Quỳnh Lôi","292","ward"
"295","7","Phường Minh Khai","295","ward"
"298","7","Phường Trương Định","298","ward"
"301","8","Phường Thanh Trì","301","ward"
"304","8","Phường Vĩnh Hưng","304","ward"
"307","8","Phường Định Công","307","ward"
"310","8","Phường Mai Động","310","ward"
"313","8","Phường Tương Mai","313","ward"
"316","8","Phường Đại Kim","316","ward"
"319","8","Phường Tân Mai","319","ward"
"322","8","Phường Hoàng Văn Thụ","322","ward"
"325","8","Phường Giáp Bát","325","ward"
"328","8","Phường Lĩnh Nam","328","ward"
"331","8","Phường Thịnh Liệt","331","ward"
"334","8","Phường Trần Phú","334","ward"
"337","8","Phường Hoàng Liệt","337","ward"
"340","8","Phường Yên Sở","340","ward"
"343","9","Phường Nhân Chính","343","ward"
"346","9","Phường Thượng Đình","346","ward"
"349","9","Phường Khương Trung","349","ward"
"352","9","Phường Khương Mai","352","ward"
"355","9","Phường Thanh Xuân Trung","355","ward"
"358","9","Phường Phương Liệt","358","ward"
"361","9","Phường Hạ Đình","361","ward"
"364","9","Phường Khương Đình","364","ward"
"367","9","Phường Thanh Xuân Bắc","367","ward"
"370","9","Phường Thanh Xuân Nam","370","ward"
"373","9","Phường Kim Giang","373","ward"
"376","16","Thị trấn Sóc Sơn","376","ward"
"379","16","Xã Bắc Sơn","379","ward"
"382","16","Xã Minh Trí","382","ward"
"385","16","Xã Hồng Kỳ","385","ward"
"388","16","Xã Nam Sơn","388","ward"
"391","16","Xã Trung Giã","391","ward"
"394","16","Xã Tân Hưng","394","ward"
"397","16","Xã Minh Phú","397","ward"
"400","16","Xã Phù Linh","400","ward"
"403","16","Xã Bắc Phú","403","ward"
"406","16","Xã Tân Minh","406","ward"
"409","16","Xã Quang Tiến","409","ward"
"412","16","Xã Hiền Ninh","412","ward"
"415","16","Xã Tân Dân","415","ward"
"418","16","Xã Tiên Dược","418","ward"
"421","16","Xã Việt Long","421","ward"
"424","16","Xã Xuân Giang","424","ward"
"427","16","Xã Mai Đình","427","ward"
"430","16","Xã Đức Hoà","430","ward"
"433","16","Xã Thanh Xuân","433","ward"
"436","16","Xã Đông Xuân","436","ward"
"439","16","Xã Kim Lũ","439","ward"
"442","16","Xã Phú Cường","442","ward"
"445","16","Xã Phú Minh","445","ward"
"448","16","Xã Phù Lỗ","448","ward"
"451","16","Xã Xuân Thu","451","ward"
"454","17","Thị trấn Đông Anh","454","ward"
"457","17","Xã Xuân Nộn","457","ward"
"460","17","Xã Thuỵ Lâm","460","ward"
"463","17","Xã Bắc Hồng","463","ward"
"466","17","Xã Nguyên Khê","466","ward"
"469","17","Xã Nam Hồng","469","ward"
"472","17","Xã Tiên Dương","472","ward"
"475","17","Xã Vân Hà","475","ward"
"478","17","Xã Uy Nỗ","478","ward"
"481","17","Xã Vân Nội","481","ward"
"484","17","Xã Liên Hà","484","ward"
"487","17","Xã Việt Hùng","487","ward"
"490","17","Xã Kim Nỗ","490","ward"
"493","17","Xã Kim Chung","493","ward"
"496","17","Xã Dục Tú","496","ward"
"499","17","Xã Đại Mạch","499","ward"
"502","17","Xã Vĩnh Ngọc","502","ward"
"505","17","Xã Cổ Loa","505","ward"
"508","17","Xã Hải Bối","508","ward"
"511","17","Xã Xuân Canh","511","ward"
"514","17","Xã Võng La","514","ward"
"517","17","Xã Tàm Xá","517","ward"
"520","17","Xã Mai Lâm","520","ward"
"523","17","Xã Đông Hội","523","ward"
"526","18","Thị trấn Yên Viên","526","ward"
"529","18","Xã Yên Thường","529","ward"
"532","18","Xã Yên Viên","532","ward"
"535","18","Xã Ninh Hiệp","535","ward"
"538","18","Xã Đình Xuyên","538","ward"
"541","18","Xã Dương Hà","541","ward"
"544","18","Xã Phù Đổng","544","ward"
"547","18","Xã Trung Mầu","547","ward"
"550","18","Xã Lệ Chi","550","ward"
"553","18","Xã Cổ Bi","553","ward"
"556","18","Xã Đặng Xá","556","ward"
"559","18","Xã Phú Thị","559","ward"
"562","18","Xã Kim Sơn","562","ward"
"565","18","Thị trấn Trâu Quỳ","565","ward"
"568","18","Xã Dương Quang","568","ward"
"571","18","Xã Dương Xá","571","ward"
"574","18","Xã Đông Dư","574","ward"
"577","18","Xã Đa Tốn","577","ward"
"580","18","Xã Kiêu Kỵ","580","ward"
"583","18","Xã Bát Tràng","583","ward"
"586","18","Xã Kim Lan","586","ward"
"589","18","Xã Văn Đức","589","ward"
"592","19","Phường Cầu Diễn","592","ward"
"622","19","Phường Xuân Phương","622","ward"
"623","19","Phường Phương Canh","623","ward"
"625","19","Phường Mỹ Đình 1","625","ward"
"626","19","Phường Mỹ Đình 2","626","ward"
"628","19","Phường Tây Mỗ","628","ward"
"631","19","Phường Mễ Trì","631","ward"
"632","19","Phường Phú Đô","632","ward"
"634","19","Phường Đại Mỗ","634","ward"
"637","19","Phường Trung Văn","637","ward"
"640","20","Thị trấn Văn Điển","640","ward"
"643","20","Xã Tân Triều","643","ward"
"646","20","Xã Thanh Liệt","646","ward"
"649","20","Xã Tả Thanh Oai","649","ward"
"652","20","Xã Hữu Hoà","652","ward"
"655","20","Xã Tam Hiệp","655","ward"
"658","20","Xã Tứ Hiệp","658","ward"
"661","20","Xã Yên Mỹ","661","ward"
"664","20","Xã Vĩnh Quỳnh","664","ward"
"667","20","Xã Ngũ Hiệp","667","ward"
"670","20","Xã Duyên Hà","670","ward"
"673","20","Xã Ngọc Hồi","673","ward"
"676","20","Xã Vạn Phúc","676","ward"
"679","20","Xã Đại áng","679","ward"
"682","20","Xã Liên Ninh","682","ward"
"685","20","Xã Đông Mỹ","685","ward"
"595","21","Phường Thượng Cát","595","ward"
"598","21","Phường Liên Mạc","598","ward"
"601","21","Phường Đông Ngạc","601","ward"
"602","21","Phường Đức Thắng","602","ward"
"604","21","Phường Thụy Phương","604","ward"
"607","21","Phường Tây Tựu","607","ward"
"610","21","Phường Xuân Đỉnh","610","ward"
"611","21","Phường Xuân Tảo","611","ward"
"613","21","Phường Minh Khai","613","ward"
"616","21","Phường Cổ Nhuế 1","616","ward"
"617","21","Phường Cổ Nhuế 2","617","ward"
"619","21","Phường Phú Diễn","619","ward"
"620","21","Phường Phúc Diễn","620","ward"
"8973","250","Thị trấn Chi Đông","8973","ward"
"8974","250","Xã Đại Thịnh","8974","ward"
"8977","250","Xã Kim Hoa","8977","ward"
"8980","250","Xã Thạch Đà","8980","ward"
"8983","250","Xã Tiến Thắng","8983","ward"
"8986","250","Xã Tự Lập","8986","ward"
"8989","250","Thị trấn Quang Minh","8989","ward"
"8992","250","Xã Thanh Lâm","8992","ward"
"8995","250","Xã Tam Đồng","8995","ward"
"8998","250","Xã Liên Mạc","8998","ward"
"9001","250","Xã Vạn Yên","9001","ward"
"9004","250","Xã Chu Phan","9004","ward"
"9007","250","Xã Tiến Thịnh","9007","ward"
"9010","250","Xã Mê Linh","9010","ward"
"9013","250","Xã Văn Khê","9013","ward"
"9016","250","Xã Hoàng Kim","9016","ward"
"9019","250","Xã Tiền Phong","9019","ward"
"9022","250","Xã Tráng Việt","9022","ward"
"9538","268","Phường Nguyễn Trãi","9538","ward"
"9541","268","Phường Mộ Lao","9541","ward"
"9542","268","Phường Văn Quán","9542","ward"
"9544","268","Phường Vạn Phúc","9544","ward"
"9547","268","Phường Yết Kiêu","9547","ward"
"9550","268","Phường Quang Trung","9550","ward"
"9551","268","Phường La Khê","9551","ward"
"9552","268","Phường Phú La","9552","ward"
"9553","268","Phường Phúc La","9553","ward"
"9556","268","Phường Hà Cầu","9556","ward"
"9562","268","Phường Yên Nghĩa","9562","ward"
"9565","268","Phường Kiến Hưng","9565","ward"
"9568","268","Phường Phú Lãm","9568","ward"
"9571","268","Phường Phú Lương","9571","ward"
"9886","268","Phường Dương Nội","9886","ward"
"10117","268","Phường Đồng Mai","10117","ward"
"10123","268","Phường Biên Giang","10123","ward"
"9574","269","Phường Lê Lợi","9574","ward"
"9577","269","Phường Phú Thịnh","9577","ward"
"9580","269","Phường Ngô Quyền","9580","ward"
"9583","269","Phường Quang Trung","9583","ward"
"9586","269","Phường Sơn Lộc","9586","ward"
"9589","269","Phường Xuân Khanh","9589","ward"
"9592","269","Xã Đường Lâm","9592","ward"
"9595","269","Phường Viên Sơn","9595","ward"
"9598","269","Xã Xuân Sơn","9598","ward"
"9601","269","Phường Trung Hưng","9601","ward"
"9604","269","Xã Thanh Mỹ","9604","ward"
"9607","269","Phường Trung Sơn Trầm","9607","ward"
"9610","269","Xã Kim Sơn","9610","ward"
"9613","269","Xã Sơn Đông","9613","ward"
"9616","269","Xã Cổ Đông","9616","ward"
"9619","271","Thị trấn Tây Đằng","9619","ward"
"9625","271","Xã Phú Cường","9625","ward"
"9628","271","Xã Cổ Đô","9628","ward"
"9631","271","Xã Tản Hồng","9631","ward"
"9634","271","Xã Vạn Thắng","9634","ward"
"9637","271","Xã Châu Sơn","9637","ward"
"9640","271","Xã Phong Vân","9640","ward"
"9643","271","Xã Phú Đông","9643","ward"
"9646","271","Xã Phú Phương","9646","ward"
"9649","271","Xã Phú Châu","9649","ward"
"9652","271","Xã Thái Hòa","9652","ward"
"9655","271","Xã Đồng Thái","9655","ward"
"9658","271","Xã Phú Sơn","9658","ward"
"9661","271","Xã Minh Châu","9661","ward"
"9664","271","Xã Vật Lại","9664","ward"
"9667","271","Xã Chu Minh","9667","ward"
"9670","271","Xã Tòng Bạt","9670","ward"
"9673","271","Xã Cẩm Lĩnh","9673","ward"
"9676","271","Xã Sơn Đà","9676","ward"
"9679","271","Xã Đông Quang","9679","ward"
"9682","271","Xã Tiên Phong","9682","ward"
"9685","271","Xã Thụy An","9685","ward"
"9688","271","Xã Cam Thượng","9688","ward"
"9691","271","Xã Thuần Mỹ","9691","ward"
"9694","271","Xã Tản Lĩnh","9694","ward"
"9697","271","Xã Ba Trại","9697","ward"
"9700","271","Xã Minh Quang","9700","ward"
"9703","271","Xã Ba Vì","9703","ward"
"9706","271","Xã Vân Hòa","9706","ward"
"9709","271","Xã Yên Bài","9709","ward"
"9712","271","Xã Khánh Thượng","9712","ward"
"9715","272","Thị trấn Phúc Thọ","9715","ward"
"9718","272","Xã Vân Hà","9718","ward"
"9721","272","Xã Vân Phúc","9721","ward"
"9724","272","Xã Vân Nam","9724","ward"
"9727","272","Xã Xuân Đình","9727","ward"
"9733","272","Xã Sen Phương","9733","ward"
"9739","272","Xã Võng Xuyên","9739","ward"
"9742","272","Xã Thọ Lộc","9742","ward"
"9745","272","Xã Long Xuyên","9745","ward"
"9748","272","Xã Thượng Cốc","9748","ward"
"9751","272","Xã Hát Môn","9751","ward"
"9754","272","Xã Tích Giang","9754","ward"
"9757","272","Xã Thanh Đa","9757","ward"
"9760","272","Xã Trạch Mỹ Lộc","9760","ward"
"9763","272","Xã Phúc Hòa","9763","ward"
"9766","272","Xã Ngọc Tảo","9766","ward"
"9769","272","Xã Phụng Thượng","9769","ward"
"9772","272","Xã Tam Thuấn","9772","ward"
"9775","272","Xã Tam Hiệp","9775","ward"
"9778","272","Xã Hiệp Thuận","9778","ward"
"9781","272","Xã Liên Hiệp","9781","ward"
"9784","273","Thị trấn Phùng","9784","ward"
"9787","273","Xã Trung Châu","9787","ward"
"9790","273","Xã Thọ An","9790","ward"
"9793","273","Xã Thọ Xuân","9793","ward"
"9796","273","Xã Hồng Hà","9796","ward"
"9799","273","Xã Liên Hồng","9799","ward"
"9802","273","Xã Liên Hà","9802","ward"
"9805","273","Xã Hạ Mỗ","9805","ward"
"9808","273","Xã Liên Trung","9808","ward"
"9811","273","Xã Phương Đình","9811","ward"
"9814","273","Xã Thượng Mỗ","9814","ward"
"9817","273","Xã Tân Hội","9817","ward"
"9820","273","Xã Tân Lập","9820","ward"
"9823","273","Xã Đan Phượng","9823","ward"
"9826","273","Xã Đồng Tháp","9826","ward"
"9829","273","Xã Song Phượng","9829","ward"
"9832","274","Thị trấn Trạm Trôi","9832","ward"
"9835","274","Xã Đức Thượng","9835","ward"
"9838","274","Xã Minh Khai","9838","ward"
"9841","274","Xã Dương Liễu","9841","ward"
"9844","274","Xã Di Trạch","9844","ward"
"9847","274","Xã Đức Giang","9847","ward"
"9850","274","Xã Cát Quế","9850","ward"
"9853","274","Xã Kim Chung","9853","ward"
"9856","274","Xã Yên Sở","9856","ward"
"9859","274","Xã Sơn Đồng","9859","ward"
"9862","274","Xã Vân Canh","9862","ward"
"9865","274","Xã Đắc Sở","9865","ward"
"9868","274","Xã Lại Yên","9868","ward"
"9871","274","Xã Tiền Yên","9871","ward"
"9874","274","Xã Song Phương","9874","ward"
"9877","274","Xã An Khánh","9877","ward"
"9880","274","Xã An Thượng","9880","ward"
"9883","274","Xã Vân Côn","9883","ward"
"9889","274","Xã La Phù","9889","ward"
"9892","274","Xã Đông La","9892","ward"
"4939","275","Xã Đông Xuân","4939","ward"
"9895","275","Thị trấn Quốc Oai","9895","ward"
"9898","275","Xã Sài Sơn","9898","ward"
"9901","275","Xã Phượng Cách","9901","ward"
"9904","275","Xã Yên Sơn","9904","ward"
"9907","275","Xã Ngọc Liệp","9907","ward"
"9910","275","Xã Ngọc Mỹ","9910","ward"
"9913","275","Xã Liệp Tuyết","9913","ward"
"9916","275","Xã Thạch Thán","9916","ward"
"9919","275","Xã Đồng Quang","9919","ward"
"9922","275","Xã Phú Cát","9922","ward"
"9925","275","Xã Tuyết Nghĩa","9925","ward"
"9928","275","Xã Nghĩa Hương","9928","ward"
"9931","275","Xã Cộng Hòa","9931","ward"
"9934","275","Xã Tân Phú","9934","ward"
"9937","275","Xã Đại Thành","9937","ward"
"9940","275","Xã Phú Mãn","9940","ward"
"9943","275","Xã Cấn Hữu","9943","ward"
"9946","275","Xã Tân Hòa","9946","ward"
"9949","275","Xã Hòa Thạch","9949","ward"
"9952","275","Xã Đông Yên","9952","ward"
"4927","276","Xã Yên Trung","4927","ward"
"4930","276","Xã Yên Bình","4930","ward"
"4936","276","Xã Tiến Xuân","4936","ward"
"9955","276","Thị trấn Liên Quan","9955","ward"
"9958","276","Xã Đại Đồng","9958","ward"
"9961","276","Xã Cẩm Yên","9961","ward"
"9964","276","Xã Lại Thượng","9964","ward"
"9967","276","Xã Phú Kim","9967","ward"
"9970","276","Xã Hương Ngải","9970","ward"
"9973","276","Xã Canh Nậu","9973","ward"
"9976","276","Xã Kim Quan","9976","ward"
"9979","276","Xã Dị Nậu","9979","ward"
"9982","276","Xã Bình Yên","9982","ward"
"9985","276","Xã Chàng Sơn","9985","ward"
"9988","276","Xã Thạch Hoà","9988","ward"
"9991","276","Xã Cần Kiệm","9991","ward"
"9994","276","Xã Hữu Bằng","9994","ward"
"9997","276","Xã Phùng Xá","9997","ward"
"10000","276","Xã Tân Xã","10000","ward"
"10003","276","Xã Thạch Xá","10003","ward"
"10006","276","Xã Bình Phú","10006","ward"
"10009","276","Xã Hạ Bằng","10009","ward"
"10012","276","Xã Đồng Trúc","10012","ward"
"10015","277","Thị trấn Chúc Sơn","10015","ward"
"10018","277","Thị trấn Xuân Mai","10018","ward"
"10021","277","Xã Phụng Châu","10021","ward"
"10024","277","Xã Tiên Phương","10024","ward"
"10027","277","Xã Đông Sơn","10027","ward"
"10030","277","Xã Đông Phương Yên","10030","ward"
"10033","277","Xã Phú Nghĩa","10033","ward"
"10039","277","Xã Trường Yên","10039","ward"
"10042","277","Xã Ngọc Hòa","10042","ward"
"10045","277","Xã Thủy Xuân Tiên","10045","ward"
"10048","277","Xã Thanh Bình","10048","ward"
"10051","277","Xã Trung Hòa","10051","ward"
"10054","277","Xã Đại Yên","10054","ward"
"10057","277","Xã Thụy Hương","10057","ward"
"10060","277","Xã Tốt Động","10060","ward"
"10063","277","Xã Lam Điền","10063","ward"
"10066","277","Xã Tân Tiến","10066","ward"
"10069","277","Xã Nam Phương Tiến","10069","ward"
"10072","277","Xã Hợp Đồng","10072","ward"
"10075","277","Xã Hoàng Văn Thụ","10075","ward"
"10078","277","Xã Hoàng Diệu","10078","ward"
"10081","277","Xã Hữu Văn","10081","ward"
"10084","277","Xã Quảng Bị","10084","ward"
"10087","277","Xã Mỹ Lương","10087","ward"
"10090","277","Xã Thượng Vực","10090","ward"
"10093","277","Xã Hồng Phong","10093","ward"
"10096","277","Xã Đồng Phú","10096","ward"
"10099","277","Xã Trần Phú","10099","ward"
"10102","277","Xã Văn Võ","10102","ward"
"10105","277","Xã Đồng Lạc","10105","ward"
"10108","277","Xã Hòa Chính","10108","ward"
"10111","277","Xã Phú Nam An","10111","ward"
"10114","278","Thị trấn Kim Bài","10114","ward"
"10120","278","Xã Cự Khê","10120","ward"
"10126","278","Xã Bích Hòa","10126","ward"
"10129","278","Xã Mỹ Hưng","10129","ward"
"10132","278","Xã Cao Viên","10132","ward"
"10135","278","Xã Bình Minh","10135","ward"
"10138","278","Xã Tam Hưng","10138","ward"
"10141","278","Xã Thanh Cao","10141","ward"
"10144","278","Xã Thanh Thùy","10144","ward"
"10147","278","Xã Thanh Mai","10147","ward"
"10150","278","Xã Thanh Văn","10150","ward"
"10153","278","Xã Đỗ Động","10153","ward"
"10156","278","Xã Kim An","10156","ward"
"10159","278","Xã Kim Thư","10159","ward"
"10162","278","Xã Phương Trung","10162","ward"
"10165","278","Xã Tân Ước","10165","ward"
"10168","278","Xã Dân Hòa","10168","ward"
"10171","278","Xã Liên Châu","10171","ward"
"10174","278","Xã Cao Dương","10174","ward"
"10177","278","Xã Xuân Dương","10177","ward"
"10180","278","Xã Hồng Dương","10180","ward"
"10183","279","Thị trấn Thường Tín","10183","ward"
"10186","279","Xã Ninh Sở","10186","ward"
"10189","279","Xã Nhị Khê","10189","ward"
"10192","279","Xã Duyên Thái","10192","ward"
"10195","279","Xã Khánh Hà","10195","ward"
"10198","279","Xã Hòa Bình","10198","ward"
"10201","279","Xã Văn Bình","10201","ward"
"10204","279","Xã Hiền Giang","10204","ward"
"10207","279","Xã Hồng Vân","10207","ward"
"10210","279","Xã Vân Tảo","10210","ward"
"10213","279","Xã Liên Phương","10213","ward"
"10216","279","Xã Văn Phú","10216","ward"
"10219","279","Xã Tự Nhiên","10219","ward"
"10222","279","Xã Tiền Phong","10222","ward"
"10225","279","Xã Hà Hồi","10225","ward"
"10228","279","Xã Thư Phú","10228","ward"
"10231","279","Xã Nguyễn Trãi","10231","ward"
"10234","279","Xã Quất Động","10234","ward"
"10237","279","Xã Chương Dương","10237","ward"
"10240","279","Xã Tân Minh","10240","ward"
"10243","279","Xã Lê Lợi","10243","ward"
"10246","279","Xã Thắng Lợi","10246","ward"
"10249","279","Xã Dũng Tiến","10249","ward"
"10252","279","Xã Thống Nhất","10252","ward"
"10255","279","Xã Nghiêm Xuyên","10255","ward"
"10258","279","Xã Tô Hiệu","10258","ward"
"10261","279","Xã Văn Tự","10261","ward"
"10264","279","Xã Vạn Điểm","10264","ward"
"10267","279","Xã Minh Cường","10267","ward"
"10270","280","Thị trấn Phú Minh","10270","ward"
"10273","280","Thị trấn Phú Xuyên","10273","ward"
"10276","280","Xã Hồng Minh","10276","ward"
"10279","280","Xã Phượng Dực","10279","ward"
"10282","280","Xã Nam Tiến","10282","ward"
"10288","280","Xã Tri Trung","10288","ward"
"10291","280","Xã Đại Thắng","10291","ward"
"10294","280","Xã Phú Túc","10294","ward"
"10297","280","Xã Văn Hoàng","10297","ward"
"10300","280","Xã Hồng Thái","10300","ward"
"10303","280","Xã Hoàng Long","10303","ward"
"10306","280","Xã Quang Trung","10306","ward"
"10309","280","Xã Nam Phong","10309","ward"
"10312","280","Xã Nam Triều","10312","ward"
"10315","280","Xã Tân Dân","10315","ward"
"10318","280","Xã Sơn Hà","10318","ward"
"10321","280","Xã Chuyên Mỹ","10321","ward"
"10324","280","Xã Khai Thái","10324","ward"
"10327","280","Xã Phúc Tiến","10327","ward"
"10330","280","Xã Vân Từ","10330","ward"
"10333","280","Xã Tri Thủy","10333","ward"
"10336","280","Xã Đại Xuyên","10336","ward"
"10339","280","Xã Phú Yên","10339","ward"
"10342","280","Xã Bạch Hạ","10342","ward"
"10345","280","Xã Quang Lãng","10345","ward"
"10348","280","Xã Châu Can","10348","ward"
"10351","280","Xã Minh Tân","10351","ward"
"10354","281","Thị trấn Vân Đình","10354","ward"
"10357","281","Xã Viên An","10357","ward"
"10360","281","Xã Viên Nội","10360","ward"
"10363","281","Xã Hoa Sơn","10363","ward"
"10366","281","Xã Quảng Phú Cầu","10366","ward"
"10369","281","Xã Trường Thịnh","10369","ward"
"10372","281","Xã Cao Thành","10372","ward"
"10375","281","Xã Liên Bạt","10375","ward"
"10378","281","Xã Sơn Công","10378","ward"
"10381","281","Xã Đồng Tiến","10381","ward"
"10384","281","Xã Phương Tú","10384","ward"
"10387","281","Xã Trung Tú","10387","ward"
"10390","281","Xã Đồng Tân","10390","ward"
"10393","281","Xã Tảo Dương Văn","10393","ward"
"10396","281","Xã Vạn Thái","10396","ward"
"10399","281","Xã Minh Đức","10399","ward"
"10402","281","Xã Hòa Lâm","10402","ward"
"10405","281","Xã Hòa Xá","10405","ward"
"10408","281","Xã Trầm Lộng","10408","ward"
"10411","281","Xã Kim Đường","10411","ward"
"10414","281","Xã Hòa Nam","10414","ward"
"10417","281","Xã Hòa Phú","10417","ward"
"10420","281","Xã Đội Bình","10420","ward"
"10423","281","Xã Đại Hùng","10423","ward"
"10426","281","Xã Đông Lỗ","10426","ward"
"10429","281","Xã Phù Lưu","10429","ward"
"10432","281","Xã Đại Cường","10432","ward"
"10435","281","Xã Lưu Hoàng","10435","ward"
"10438","281","Xã Hồng Quang","10438","ward"
"10441","282","Thị trấn Đại Nghĩa","10441","ward"
"10444","282","Xã Đồng Tâm","10444","ward"
"10447","282","Xã Thượng Lâm","10447","ward"
"10450","282","Xã Tuy Lai","10450","ward"
"10453","282","Xã Phúc Lâm","10453","ward"
"10456","282","Xã Mỹ Thành","10456","ward"
"10459","282","Xã Bột Xuyên","10459","ward"
"10462","282","Xã An Mỹ","10462","ward"
"10465","282","Xã Hồng Sơn","10465","ward"
"10468","282","Xã Lê Thanh","10468","ward"
"10471","282","Xã Xuy Xá","10471","ward"
"10474","282","Xã Phùng Xá","10474","ward"
"10477","282","Xã Phù Lưu Tế","10477","ward"
"10480","282","Xã Đại Hưng","10480","ward"
"10483","282","Xã Vạn Kim","10483","ward"
"10486","282","Xã Đốc Tín","10486","ward"
"10489","282","Xã Hương Sơn","10489","ward"
"10492","282","Xã Hùng Tiến","10492","ward"
"10495","282","Xã An Tiến","10495","ward"
"10498","282","Xã Hợp Tiến","10498","ward"
"10501","282","Xã Hợp Thanh","10501","ward"
"10504","282","Xã An Phú","10504","ward"
"688","24","Phường Quang Trung","688","ward"
"691","24","Phường Trần Phú","691","ward"
"692","24","Phường Ngọc Hà","692","ward"
"694","24","Phường Nguyễn Trãi","694","ward"
"697","24","Phường Minh Khai","697","ward"
"700","24","Xã Ngọc Đường","700","ward"
"946","24","Xã Phương Độ","946","ward"
"949","24","Xã Phương Thiện","949","ward"
"712","26","Thị trấn Phó Bảng","712","ward"
"715","26","Xã Lũng Cú","715","ward"
"718","26","Xã Má Lé","718","ward"
"721","26","Thị trấn Đồng Văn","721","ward"
"724","26","Xã Lũng Táo","724","ward"
"727","26","Xã Phố Là","727","ward"
"730","26","Xã Thài Phìn Tủng","730","ward"
"733","26","Xã Sủng Là","733","ward"
"736","26","Xã Xà Phìn","736","ward"
