id,district_id,name,sort_no,discriminator_type
"3356","100","Xã Pom Lót","3356","ward"
"3358","100","Xã Núa Ngam","3358","ward"
"3359","100","Xã Hẹ Muông","3359","ward"
"3361","100","Xã Na Ư","3361","ward"
"3364","100","Xã Mường Nhà","3364","ward"
"3365","100","Xã Na Tông","3365","ward"
"3367","100","Xã Mường Lói","3367","ward"
"3368","100","Xã Phu Luông","3368","ward"
"3203","101","Thị trấn Điện Biên Đông","3203","ward"
"3205","101","Xã Na Son","3205","ward"
"3208","101","Xã Phì Nhừ","3208","ward"
"3211","101","Xã Chiềng Sơ","3211","ward"
"3214","101","Xã Mường Luân","3214","ward"
"3370","101","Xã Pú Nhi","3370","ward"
"3371","101","Xã Nong U","3371","ward"
"3373","101","Xã Xa Dung","3373","ward"
"3376","101","Xã Keo Lôm","3376","ward"
"3379","101","Xã Luân Giới","3379","ward"
"3382","101","Xã Phình Giàng","3382","ward"
"3383","101","Xã Pú Hồng","3383","ward"
"3384","101","Xã Tìa Dình","3384","ward"
"3385","101","Xã Háng Lìa","3385","ward"
"3256","102","Thị trấn Mường Ảng","3256","ward"
"3286","102","Xã Mường Đăng","3286","ward"
"3287","102","Xã Ngối Cáy","3287","ward"
"3292","102","Xã Ẳng Tở","3292","ward"
"3301","102","Xã Búng Lao","3301","ward"
"3302","102","Xã Xuân Lao","3302","ward"
"3307","102","Xã Ẳng Nưa","3307","ward"
"3310","102","Xã Ẳng Cang","3310","ward"
"3312","102","Xã Nặm Lịch","3312","ward"
"3313","102","Xã Mường Lạn","3313","ward"
"3156","103","Xã Nậm Tin","3156","ward"
"3165","103","Xã Pa Tần","3165","ward"
"3166","103","Xã Chà Cang","3166","ward"
"3167","103","Xã Na Cô Sa","3167","ward"
"3168","103","Xã Nà Khoa","3168","ward"
"3169","103","Xã Nà Hỳ","3169","ward"
"3170","103","Xã Nà Bủng","3170","ward"
"3171","103","Xã Nậm Nhừ","3171","ward"
"3173","103","Xã Nậm Chua","3173","ward"
"3174","103","Xã Nậm Khăn","3174","ward"
"3175","103","Xã Chà Tở","3175","ward"
"3176","103","Xã Vàng Đán","3176","ward"
"3187","103","Xã Chà Nưa","3187","ward"
"3198","103","Xã Phìn Hồ","3198","ward"
"3199","103","Xã Si Pa Phìn","3199","ward"
"3386","105","Phường Quyết Thắng","3386","ward"
"3387","105","Phường Tân Phong","3387","ward"
"3388","105","Phường Quyết Tiến","3388","ward"
"3389","105","Phường Đoàn Kết","3389","ward"
"3403","105","Xã Sùng Phài","3403","ward"
"3408","105","Phường Đông Phong","3408","ward"
"3409","105","Xã San Thàng","3409","ward"
"3390","106","Thị trấn Tam Đường","3390","ward"
"3394","106","Xã Thèn Sin","3394","ward"
"3400","106","Xã Tả Lèng","3400","ward"
"3405","106","Xã Giang Ma","3405","ward"
"3406","106","Xã Hồ Thầu","3406","ward"
"3412","106","Xã Bình Lư","3412","ward"
"3413","106","Xã Sơn Bình","3413","ward"
"3415","106","Xã Nùng Nàng","3415","ward"
"3418","106","Xã Bản Giang","3418","ward"
"3421","106","Xã Bản Hon","3421","ward"
"3424","106","Xã Bản Bo","3424","ward"
"3427","106","Xã Nà Tăm","3427","ward"
"3430","106","Xã Khun Há","3430","ward"
"3433","107","Thị trấn Mường Tè","3433","ward"
"3436","107","Xã Thu Lũm","3436","ward"
"3439","107","Xã Ka Lăng","3439","ward"
"3440","107","Xã Tá Bạ","3440","ward"
"3442","107","Xã Pa ủ","3442","ward"
"3445","107","Xã Mường Tè","3445","ward"
"3448","107","Xã Pa Vệ Sử","3448","ward"
"3451","107","Xã Mù Cả","3451","ward"
"3454","107","Xã Bum Tở","3454","ward"
"3457","107","Xã Nậm Khao","3457","ward"
"3463","107","Xã Tà Tổng","3463","ward"
"3466","107","Xã Bum Nưa","3466","ward"
"3467","107","Xã Vàng San","3467","ward"
"3469","107","Xã Kan Hồ","3469","ward"
"3478","108","Thị trấn Sìn Hồ","3478","ward"
"3487","108","Xã Chăn Nưa","3487","ward"
"3493","108","Xã Pa Tần","3493","ward"
"3496","108","Xã Phìn Hồ","3496","ward"
"3499","108","Xã Hồng Thu","3499","ward"
"3505","108","Xã Phăng Sô Lin","3505","ward"
"3508","108","Xã Ma Quai","3508","ward"
"3509","108","Xã Lùng Thàng","3509","ward"
"3511","108","Xã Tả Phìn","3511","ward"
"3514","108","Xã Sà Dề Phìn","3514","ward"
"3517","108","Xã Nậm Tăm","3517","ward"
"3520","108","Xã Tả Ngảo","3520","ward"
"3523","108","Xã Pu Sam Cáp","3523","ward"
"3526","108","Xã Nậm Cha","3526","ward"
"3527","108","Xã Pa Khoá","3527","ward"
"3529","108","Xã Làng Mô","3529","ward"
"3532","108","Xã Noong Hẻo","3532","ward"
"3535","108","Xã Nậm Mạ","3535","ward"
"3538","108","Xã Căn Co","3538","ward"
"3541","108","Xã Tủa Sín Chải","3541","ward"
"3544","108","Xã Nậm Cuổi","3544","ward"
"3547","108","Xã Nậm Hăn","3547","ward"
"3391","109","Xã Lả Nhì Thàng","3391","ward"
"3490","109","Xã Huổi Luông","3490","ward"
"3549","109","Thị trấn Phong Thổ","3549","ward"
"3550","109","Xã Sì Lở Lầu","3550","ward"
"3553","109","Xã Mồ Sì San","3553","ward"
"3559","109","Xã Pa Vây Sử","3559","ward"
"3562","109","Xã Vàng Ma Chải","3562","ward"
"3565","109","Xã Tông Qua Lìn","3565","ward"
"3568","109","Xã Mù Sang","3568","ward"
"3571","109","Xã Dào San","3571","ward"
"3574","109","Xã Ma Ly Pho","3574","ward"
"3577","109","Xã Bản Lang","3577","ward"
"3580","109","Xã Hoang Thèn","3580","ward"
"3583","109","Xã Khổng Lào","3583","ward"
"3586","109","Xã Nậm Xe","3586","ward"
"3589","109","Xã Mường So","3589","ward"
"3592","109","Xã Sin Suối Hồ","3592","ward"
"3595","110","Thị trấn Than Uyên","3595","ward"
"3618","110","Xã Phúc Than","3618","ward"
"3619","110","Xã Mường Than","3619","ward"
"3625","110","Xã Mường Mít","3625","ward"
"3628","110","Xã Pha Mu","3628","ward"
"3631","110","Xã Mường Cang","3631","ward"
"3632","110","Xã Hua Nà","3632","ward"
"3634","110","Xã Tà Hừa","3634","ward"
"3637","110","Xã Mường Kim","3637","ward"
"3638","110","Xã Tà Mung","3638","ward"
"3640","110","Xã Tà Gia","3640","ward"
"3643","110","Xã Khoen On","3643","ward"
"3598","111","Thị trấn Tân Uyên","3598","ward"
"3601","111","Xã Mường Khoa","3601","ward"
"3602","111","Xã Phúc Khoa","3602","ward"
"3604","111","Xã Thân Thuộc","3604","ward"
"3605","111","Xã Trung Đồng","3605","ward"
"3607","111","Xã Hố Mít","3607","ward"
"3610","111","Xã Nậm Cần","3610","ward"
"3613","111","Xã Nậm Sỏ","3613","ward"
"3616","111","Xã Pắc Ta","3616","ward"
"3622","111","Xã Tà Mít","3622","ward"
"3434","112","Thị trấn Nậm Nhùn","3434","ward"
"3460","112","Xã Hua Bun","3460","ward"
"3472","112","Xã Mường Mô","3472","ward"
"3473","112","Xã Nậm Chà","3473","ward"
"3474","112","Xã Nậm Manh","3474","ward"
"3475","112","Xã Nậm Hàng","3475","ward"
"3481","112","Xã Lê Lợi","3481","ward"
"3484","112","Xã Pú Đao","3484","ward"
"3488","112","Xã Nậm Pì","3488","ward"
"3502","112","Xã Nậm Ban","3502","ward"
"3503","112","Xã Trung Chải","3503","ward"
"3646","116","Phường Chiềng Lề","3646","ward"
"3649","116","Phường Tô Hiệu","3649","ward"
"3652","116","Phường Quyết Thắng","3652","ward"
"3655","116","Phường Quyết Tâm","3655","ward"
"3658","116","Xã Chiềng Cọ","3658","ward"
"3661","116","Xã Chiềng Đen","3661","ward"
"3664","116","Xã Chiềng Xôm","3664","ward"
"3667","116","Phường Chiềng An","3667","ward"
"3670","116","Phường Chiềng Cơi","3670","ward"
"3673","116","Xã Chiềng Ngần","3673","ward"
"3676","116","Xã Hua La","3676","ward"
"3679","116","Phường Chiềng Sinh","3679","ward"
"3682","118","Xã Mường Chiên","3682","ward"
"3685","118","Xã Cà Nàng","3685","ward"
"3688","118","Xã Chiềng Khay","3688","ward"
"3694","118","Xã Mường Giôn","3694","ward"
"3697","118","Xã Pá Ma Pha Khinh","3697","ward"
"3700","118","Xã Chiềng Ơn","3700","ward"
"3703","118","Xã Mường Giàng","3703","ward"
"3706","118","Xã Chiềng Bằng","3706","ward"
"3709","118","Xã Mường Sại","3709","ward"
"3712","118","Xã Nậm ét","3712","ward"
"3718","118","Xã Chiềng Khoang","3718","ward"
"3721","119","Thị trấn Thuận Châu","3721","ward"
"3724","119","Xã Phổng Lái","3724","ward"
"3727","119","Xã Mường é","3727","ward"
"3730","119","Xã Chiềng Pha","3730","ward"
"3733","119","Xã Chiềng La","3733","ward"
"3736","119","Xã Chiềng Ngàm","3736","ward"
"3739","119","Xã Liệp Tè","3739","ward"
"3742","119","Xã é Tòng","3742","ward"
"3745","119","Xã Phổng Lập","3745","ward"
"3748","119","Xã Phổng Lăng","3748","ward"
"3751","119","Xã Chiềng Ly","3751","ward"
"3754","119","Xã Noong Lay","3754","ward"
"3757","119","Xã Mường Khiêng","3757","ward"
"3760","119","Xã Mường Bám","3760","ward"
"3763","119","Xã Long Hẹ","3763","ward"
"3766","119","Xã Chiềng Bôm","3766","ward"
"3769","119","Xã Thôm Mòn","3769","ward"
"3772","119","Xã Tông Lạnh","3772","ward"
"3775","119","Xã Tông Cọ","3775","ward"
"3778","119","Xã Bó Mười","3778","ward"
"3781","119","Xã Co Mạ","3781","ward"
"3784","119","Xã Púng Tra","3784","ward"
"3787","119","Xã Chiềng Pấc","3787","ward"
"3790","119","Xã Nậm Lầu","3790","ward"
"3793","119","Xã Bon Phặng","3793","ward"
"3796","119","Xã Co Tòng","3796","ward"
"3799","119","Xã Muổi Nọi","3799","ward"
"3802","119","Xã Pá Lông","3802","ward"
"3805","119","Xã Bản Lầm","3805","ward"
"3808","120","Thị trấn Ít Ong","3808","ward"
"3811","120","Xã Nậm Giôn","3811","ward"
"3814","120","Xã Chiềng Lao","3814","ward"
"3817","120","Xã Hua Trai","3817","ward"
"3820","120","Xã Ngọc Chiến","3820","ward"
"3823","120","Xã Mường Trai","3823","ward"
"3826","120","Xã Nậm Păm","3826","ward"
"3829","120","Xã Chiềng Muôn","3829","ward"
"3832","120","Xã Chiềng Ân","3832","ward"
"3835","120","Xã Pi Toong","3835","ward"
"3838","120","Xã Chiềng Công","3838","ward"
"3841","120","Xã Tạ Bú","3841","ward"
"3844","120","Xã Chiềng San","3844","ward"
"3847","120","Xã Mường Bú","3847","ward"
"3850","120","Xã Chiềng Hoa","3850","ward"
"3853","120","Xã Mường Chùm","3853","ward"
"3856","121","Thị trấn Bắc Yên","3856","ward"
"3859","121","Xã Phiêng Ban","3859","ward"
"3862","121","Xã Hang Chú","3862","ward"
"3865","121","Xã Xím Vàng","3865","ward"
"3868","121","Xã Tà Xùa","3868","ward"
"3869","121","Xã Háng Đồng","3869","ward"
"3871","121","Xã Pắc Ngà","3871","ward"
"3874","121","Xã Làng Chếu","3874","ward"
"3877","121","Xã Chim Vàn","3877","ward"
"3880","121","Xã Mường Khoa","3880","ward"
"3883","121","Xã Song Pe","3883","ward"
"3886","121","Xã Hồng Ngài","3886","ward"
"3889","121","Xã Tạ Khoa","3889","ward"
"3890","121","Xã Hua Nhàn","3890","ward"
"3892","121","Xã Phiêng Côn","3892","ward"
"3895","121","Xã Chiềng Sại","3895","ward"
"3898","122","Thị trấn Phù Yên","3898","ward"
"3901","122","Xã Suối Tọ","3901","ward"
"3904","122","Xã Mường Thải","3904","ward"
"3907","122","Xã Mường Cơi","3907","ward"
"3910","122","Xã Quang Huy","3910","ward"
"3913","122","Xã Huy Bắc","3913","ward"
"3916","122","Xã Huy Thượng","3916","ward"
"3919","122","Xã Tân Lang","3919","ward"
"3922","122","Xã Gia Phù","3922","ward"
"3925","122","Xã Tường Phù","3925","ward"
"3928","122","Xã Huy Hạ","3928","ward"
"3931","122","Xã Huy Tân","3931","ward"
"3934","122","Xã Mường Lang","3934","ward"
"3937","122","Xã Suối Bau","3937","ward"
"3940","122","Xã Huy Tường","3940","ward"
"3943","122","Xã Mường Do","3943","ward"
"3946","122","Xã Sập Xa","3946","ward"
"3949","122","Xã Tường Thượng","3949","ward"
"3952","122","Xã Tường Tiến","3952","ward"
"3955","122","Xã Tường Phong","3955","ward"
"3958","122","Xã Tường Hạ","3958","ward"
"3961","122","Xã Kim Bon","3961","ward"
"3964","122","Xã Mường Bang","3964","ward"
"3967","122","Xã Đá Đỏ","3967","ward"
"3970","122","Xã Tân Phong","3970","ward"
"3973","122","Xã Nam Phong","3973","ward"
"3976","122","Xã Bắc Phong","3976","ward"
"3979","123","Thị trấn Mộc Châu","3979","ward"
"3982","123","Thị trấn NT Mộc Châu","3982","ward"
"3985","123","Xã Chiềng Sơn","3985","ward"
"3988","123","Xã Tân Hợp","3988","ward"
"3991","123","Xã Qui Hướng","3991","ward"
"3997","123","Xã Tân Lập","3997","ward"
"4000","123","Xã Nà Mường","4000","ward"
"4003","123","Xã Tà Lai","4003","ward"
"4012","123","Xã Chiềng Hắc","4012","ward"
"4015","123","Xã Hua Păng","4015","ward"
"4024","123","Xã Chiềng Khừa","4024","ward"
"4027","123","Xã Mường Sang","4027","ward"
"4030","123","Xã Đông Sang","4030","ward"
"4033","123","Xã Phiêng Luông","4033","ward"
"4045","123","Xã Lóng Sập","4045","ward"
"4060","124","Thị trấn Yên Châu","4060","ward"
"4063","124","Xã Chiềng Đông","4063","ward"
"4066","124","Xã Sập Vạt","4066","ward"
"4069","124","Xã Chiềng Sàng","4069","ward"
"4072","124","Xã Chiềng Pằn","4072","ward"
"4075","124","Xã Viêng Lán","4075","ward"
"4078","124","Xã Chiềng Hặc","4078","ward"
"4081","124","Xã Mường Lựm","4081","ward"
"4084","124","Xã Chiềng On","4084","ward"
"4087","124","Xã Yên Sơn","4087","ward"
"4090","124","Xã Chiềng Khoi","4090","ward"
"4093","124","Xã Tú Nang","4093","ward"
"4096","124","Xã Lóng Phiêng","4096","ward"
"4099","124","Xã Phiêng Khoài","4099","ward"
"4102","124","Xã Chiềng Tương","4102","ward"
"4105","125","Thị trấn Hát Lót","4105","ward"
"4108","125","Xã Chiềng Sung","4108","ward"
"4111","125","Xã Mường Bằng","4111","ward"
"4114","125","Xã Chiềng Chăn","4114","ward"
"4117","125","Xã Mương Chanh","4117","ward"
"4120","125","Xã Chiềng Ban","4120","ward"
"4123","125","Xã Chiềng Mung","4123","ward"
"4126","125","Xã Mường Bon","4126","ward"
"4129","125","Xã Chiềng Chung","4129","ward"
"4132","125","Xã Chiềng Mai","4132","ward"
"4135","125","Xã Hát Lót","4135","ward"
"4136","125","Xã Nà Pó","4136","ward"
"4138","125","Xã Cò  Nòi","4138","ward"
"4141","125","Xã Chiềng Nơi","4141","ward"
"4144","125","Xã Phiêng Cằm","4144","ward"
"4147","125","Xã Chiềng Dong","4147","ward"
"4150","125","Xã Chiềng Kheo","4150","ward"
"4153","125","Xã Chiềng Ve","4153","ward"
"4156","125","Xã Chiềng Lương","4156","ward"
"4159","125","Xã Phiêng Pằn","4159","ward"
"4162","125","Xã Nà Ơt","4162","ward"
"4165","125","Xã Tà Hộc","4165","ward"
"4168","126","Thị trấn Sông Mã","4168","ward"
"4171","126","Xã Bó Sinh","4171","ward"
"4174","126","Xã Pú Pẩu","4174","ward"
"4177","126","Xã Chiềng Phung","4177","ward"
"4180","126","Xã Chiềng En","4180","ward"
"4183","126","Xã Mường Lầm","4183","ward"
"4186","126","Xã Nậm Ty","4186","ward"
"4189","126","Xã Đứa Mòn","4189","ward"
"4192","126","Xã Yên Hưng","4192","ward"
"4195","126","Xã Chiềng Sơ","4195","ward"
"4198","126","Xã Nà Nghịu","4198","ward"
"4201","126","Xã Nậm Mằn","4201","ward"
"4204","126","Xã Chiềng Khoong","4204","ward"
"4207","126","Xã Chiềng Cang","4207","ward"
"4210","126","Xã Huổi Một","4210","ward"
"4213","126","Xã Mường Sai","4213","ward"
"4216","126","Xã Mường Cai","4216","ward"
"4219","126","Xã Mường Hung","4219","ward"
"4222","126","Xã Chiềng Khương","4222","ward"
"4225","127","Xã Sam Kha","4225","ward"
"4228","127","Xã Púng Bánh","4228","ward"
"4231","127","Xã Sốp Cộp","4231","ward"
"4234","127","Xã Dồm Cang","4234","ward"
"4237","127","Xã Nậm Lạnh","4237","ward"
"4240","127","Xã Mường Lèo","4240","ward"
"4243","127","Xã Mường Và","4243","ward"
"4246","127","Xã Mường Lạn","4246","ward"
"3994","128","Xã Suối Bàng","3994","ward"
"4006","128","Xã Song Khủa","4006","ward"
"4009","128","Xã Liên Hoà","4009","ward"
"4018","128","Xã Tô Múa","4018","ward"
"4021","128","Xã Mường Tè","4021","ward"
"4036","128","Xã Chiềng Khoa","4036","ward"
"4039","128","Xã Mường Men","4039","ward"
"4042","128","Xã Quang Minh","4042","ward"
"4048","128","Xã Vân Hồ","4048","ward"
"4051","128","Xã Lóng Luông","4051","ward"
"4054","128","Xã Chiềng Yên","4054","ward"
"4056","128","Xã Chiềng Xuân","4056","ward"
"4057","128","Xã Xuân Nha","4057","ward"
"4058","128","Xã Tân Xuân","4058","ward"
"4249","132","Phường Yên Thịnh","4249","ward"
"4252","132","Phường Yên Ninh","4252","ward"
"4255","132","Phường Minh Tân","4255","ward"
"4258","132","Phường Nguyễn Thái Học","4258","ward"
"4261","132","Phường Đồng Tâm","4261","ward"
"4264","132","Phường Nguyễn Phúc","4264","ward"
"4267","132","Phường Hồng Hà","4267","ward"
"4270","132","Xã Minh Bảo","4270","ward"
"4273","132","Phường Nam Cường","4273","ward"
"4276","132","Xã Tuy Lộc","4276","ward"
"4279","132","Xã Tân Thịnh","4279","ward"
"4540","132","Xã Âu Lâu","4540","ward"
"4543","132","Xã Giới Phiên","4543","ward"
"4546","132","Phường Hợp Minh","4546","ward"
"4558","132","Xã Văn Phú","4558","ward"
"4282","133","Phường Pú Trạng","4282","ward"
"4285","133","Phường Trung Tâm","4285","ward"
"4288","133","Phường Tân An","4288","ward"
"4291","133","Phường Cầu Thia","4291","ward"
"4294","133","Xã Nghĩa Lợi","4294","ward"
"4297","133","Xã Nghĩa Phúc","4297","ward"
"4300","133","Xã Nghĩa An","4300","ward"
"4624","133","Xã Nghĩa Lộ","4624","ward"
"4660","133","Xã Sơn A","4660","ward"
"4663","133","Xã Phù Nham","4663","ward"
"4675","133","Xã Thanh Lương","4675","ward"
"4678","133","Xã Hạnh Sơn","4678","ward"
"4681","133","Xã Phúc Sơn","4681","ward"
"4684","133","Xã Thạch Lương","4684","ward"
"4303","135","Thị trấn Yên Thế","4303","ward"
"4306","135","Xã Tân Phượng","4306","ward"
"4309","135","Xã Lâm Thượng","4309","ward"
"4312","135","Xã Khánh Thiện","4312","ward"
"4315","135","Xã Minh Chuẩn","4315","ward"
"4318","135","Xã Mai Sơn","4318","ward"
"4321","135","Xã Khai Trung","4321","ward"
"4324","135","Xã Mường Lai","4324","ward"
"4327","135","Xã An Lạc","4327","ward"
"4330","135","Xã Minh Xuân","4330","ward"
"4333","135","Xã Tô Mậu","4333","ward"
"4336","135","Xã Tân Lĩnh","4336","ward"
"4339","135","Xã Yên Thắng","4339","ward"
"4342","135","Xã Khánh Hoà","4342","ward"
"4345","135","Xã Vĩnh Lạc","4345","ward"
"4348","135","Xã Liễu Đô","4348","ward"
"4351","135","Xã Động Quan","4351","ward"
"4354","135","Xã Tân Lập","4354","ward"
"4357","135","Xã Minh Tiến","4357","ward"
"4360","135","Xã Trúc Lâu","4360","ward"
"4363","135","Xã Phúc Lợi","4363","ward"
"4366","135","Xã Phan Thanh","4366","ward"
"4369","135","Xã An Phú","4369","ward"
"4372","135","Xã Trung Tâm","4372","ward"
"4375","136","Thị trấn Mậu A","4375","ward"
"4378","136","Xã Lang Thíp","4378","ward"
"4381","136","Xã Lâm Giang","4381","ward"
"4384","136","Xã Châu Quế Thượng","4384","ward"
"4387","136","Xã Châu Quế Hạ","4387","ward"
"4390","136","Xã An Bình","4390","ward"
"4393","136","Xã Quang Minh","4393","ward"
"4396","136","Xã Đông An","4396","ward"
"4399","136","Xã Đông Cuông","4399","ward"
"4402","136","Xã Phong Dụ Hạ","4402","ward"
"4405","136","Xã Mậu Đông","4405","ward"
"4408","136","Xã Ngòi A","4408","ward"
"4411","136","Xã Xuân Tầm","4411","ward"
"4414","136","Xã Tân Hợp","4414","ward"
"4417","136","Xã An Thịnh","4417","ward"
"4420","136","Xã Yên Thái","4420","ward"
"4423","136","Xã Phong Dụ Thượng","4423","ward"
"4426","136","Xã Yên Hợp","4426","ward"
"4429","136","Xã Đại Sơn","4429","ward"
"4435","136","Xã Đại Phác","4435","ward"
"4438","136","Xã Yên Phú","4438","ward"
"4441","136","Xã Xuân Ái","4441","ward"
"4447","136","Xã Viễn Sơn","4447","ward"
"4450","136","Xã Mỏ Vàng","4450","ward"
"4453","136","Xã Nà Hẩu","4453","ward"
"4456","137","Thị trấn Mù Căng Chải","4456","ward"
"4459","137","Xã Hồ Bốn","4459","ward"
"4462","137","Xã Nậm Có","4462","ward"
"4465","137","Xã Khao Mang","4465","ward"
"4468","137","Xã Mồ Dề","4468","ward"
"4471","137","Xã Chế Cu Nha","4471","ward"
"4474","137","Xã Lao Chải","4474","ward"
"4477","137","Xã Kim Nọi","4477","ward"
"4480","137","Xã Cao Phạ","4480","ward"
"4483","137","Xã La Pán Tẩn","4483","ward"
"4486","137","Xã Dế Su Phình","4486","ward"
"4489","137","Xã Chế Tạo","4489","ward"
"4492","137","Xã Púng Luông","4492","ward"
"4495","137","Xã Nậm Khắt","4495","ward"
"4498","138","Thị trấn Cổ Phúc","4498","ward"
"4501","138","Xã Tân Đồng","4501","ward"
"4504","138","Xã Báo Đáp","4504","ward"
"4507","138","Xã Đào Thịnh","4507","ward"
"4510","138","Xã Việt Thành","4510","ward"
"4513","138","Xã Hòa Cuông","4513","ward"
"4516","138","Xã Minh Quán","4516","ward"
"4519","138","Xã Quy Mông","4519","ward"
"4522","138","Xã Cường Thịnh","4522","ward"
"4525","138","Xã Kiên Thành","4525","ward"
"4528","138","Xã Nga Quán","4528","ward"
"4531","138","Xã Y Can","4531","ward"
"4537","138","Xã Lương Thịnh","4537","ward"
"4561","138","Xã Bảo Hưng","4561","ward"
"4564","138","Xã Việt Cường","4564","ward"
"4567","138","Xã Minh Quân","4567","ward"
"4570","138","Xã Hồng Ca","4570","ward"
"4573","138","Xã Hưng Thịnh","4573","ward"
"4576","138","Xã Hưng Khánh","4576","ward"
"4579","138","Xã Việt Hồng","4579","ward"
"4582","138","Xã Vân Hội","4582","ward"
"4585","139","Thị trấn Trạm Tấu","4585","ward"
"4588","139","Xã Túc Đán","4588","ward"
"4591","139","Xã Pá Lau","4591","ward"
"4594","139","Xã Xà Hồ","4594","ward"
"4597","139","Xã Phình Hồ","4597","ward"
"4600","139","Xã Trạm Tấu","4600","ward"
"4603","139","Xã Tà Si Láng","4603","ward"
"4606","139","Xã Pá Hu","4606","ward"
"4609","139","Xã Làng Nhì","4609","ward"
"4612","139","Xã Bản Công","4612","ward"
"4615","139","Xã Bản Mù","4615","ward"
"4618","139","Xã Hát Lìu","4618","ward"
"4621","140","Thị trấn NT Liên Sơn","4621","ward"
"4627","140","Thị trấn NT Trần Phú","4627","ward"
"4630","140","Xã Tú Lệ","4630","ward"
"4633","140","Xã Nậm Búng","4633","ward"
"4636","140","Xã Gia Hội","4636","ward"
"4639","140","Xã Sùng Đô","4639","ward"
"4642","140","Xã Nậm Mười","4642","ward"
"4645","140","Xã An Lương","4645","ward"
"4648","140","Xã Nậm Lành","4648","ward"
"4651","140","Xã Sơn Lương","4651","ward"
"4654","140","Xã Suối Quyền","4654","ward"
"4657","140","Xã Suối Giàng","4657","ward"
"4666","140","Xã Nghĩa Sơn","4666","ward"
"4669","140","Xã Suối Bu","4669","ward"
"4672","140","Thị trấn Sơn Thịnh","4672","ward"
"4687","140","Xã Đại Lịch","4687","ward"
"4690","140","Xã Đồng Khê","4690","ward"
"4693","140","Xã Cát Thịnh","4693","ward"
"4696","140","Xã Tân Thịnh","4696","ward"
"4699","140","Xã Chấn Thịnh","4699","ward"
"4702","140","Xã Bình Thuận","4702","ward"
"4705","140","Xã Thượng Bằng La","4705","ward"
"4708","140","Xã Minh An","4708","ward"
"4711","140","Xã Nghĩa Tâm","4711","ward"
"4714","141","Thị trấn Yên Bình","4714","ward"
"4717","141","Thị trấn Thác Bà","4717","ward"
"4720","141","Xã Xuân Long","4720","ward"
"4726","141","Xã Cảm Nhân","4726","ward"
"4729","141","Xã Ngọc Chấn","4729","ward"
"4732","141","Xã Tân Nguyên","4732","ward"
"4735","141","Xã Phúc Ninh","4735","ward"
"4738","141","Xã Bảo Ái","4738","ward"
"4741","141","Xã Mỹ Gia","4741","ward"
"4744","141","Xã Xuân Lai","4744","ward"
"4747","141","Xã Mông Sơn","4747","ward"
"4750","141","Xã Cảm Ân","4750","ward"
"4753","141","Xã Yên Thành","4753","ward"
"4756","141","Xã Tân Hương","4756","ward"
"4759","141","Xã Phúc An","4759","ward"
"4762","141","Xã Bạch Hà","4762","ward"
"4765","141","Xã Vũ Linh","4765","ward"
"4768","141","Xã Đại Đồng","4768","ward"
"4771","141","Xã Vĩnh Kiên","4771","ward"
"4774","141","Xã Yên Bình","4774","ward"
"4777","141","Xã Thịnh Hưng","4777","ward"
"4780","141","Xã Hán Đà","4780","ward"
"4783","141","Xã Phú Thịnh","4783","ward"
"4786","141","Xã Đại Minh","4786","ward"
"4789","148","Phường Thái Bình","4789","ward"
"4792","148","Phường Tân Hòa","4792","ward"
"4795","148","Phường Thịnh Lang","4795","ward"
"4798","148","Phường Hữu Nghị","4798","ward"
"4801","148","Phường Tân Thịnh","4801","ward"
"4804","148","Phường Đồng Tiến","4804","ward"
"4807","148","Phường Phương Lâm","4807","ward"
"4813","148","Xã Yên Mông","4813","ward"
"4816","148","Phường Quỳnh Lâm","4816","ward"
"4819","148","Phường Dân Chủ","4819","ward"
"4825","148","Xã Hòa Bình","4825","ward"
"4828","148","Phường Thống Nhất","4828","ward"
"4894","148","Phường Kỳ Sơn","4894","ward"
"4897","148","Xã Thịnh Minh","4897","ward"
"4903","148","Xã Hợp Thành","4903","ward"
"4906","148","Xã Quang Tiến","4906","ward"
"4912","148","Xã Mông Hóa","4912","ward"
"4918","148","Phường Trung Minh","4918","ward"
"4921","148","Xã Độc Lập","4921","ward"
"4831","150","Thị trấn Đà Bắc","4831","ward"
"4834","150","Xã Nánh Nghê","4834","ward"
"4840","150","Xã Giáp Đắt","4840","ward"
"4846","150","Xã Mường Chiềng","4846","ward"
"4849","150","Xã Tân Pheo","4849","ward"
"4852","150","Xã Đồng Chum","4852","ward"
"4855","150","Xã Tân Minh","4855","ward"
"4858","150","Xã Đoàn Kết","4858","ward"
"4861","150","Xã Đồng Ruộng","4861","ward"
"4867","150","Xã Tú Lý","4867","ward"
"4870","150","Xã Trung Thành","4870","ward"
"4873","150","Xã Yên Hòa","4873","ward"
"4876","150","Xã Cao Sơn","4876","ward"
"4879","150","Xã Toàn Sơn","4879","ward"
"4885","150","Xã Hiền Lương","4885","ward"
"4888","150","Xã Tiền Phong","4888","ward"
"4891","150","Xã Vầy Nưa","4891","ward"
"4924","152","Thị trấn Lương Sơn","4924","ward"
"4942","152","Xã Lâm Sơn","4942","ward"
"4945","152","Xã Hòa Sơn","4945","ward"
"4951","152","Xã Tân Vinh","4951","ward"
"4954","152","Xã Nhuận Trạch","4954","ward"
"4957","152","Xã Cao Sơn","4957","ward"
"4960","152","Xã Cư Yên","4960","ward"
"4969","152","Xã Liên Sơn","4969","ward"
